ASIANPAINT,5.0
AXISBANK,5.0
BAJFINANCE,5.0
BHARTIARTL,5.0
HCLTECH,5.0
HDFC,5.0
HDFCBANK,5.0
HINDUNILVR,5.0
ICICIBANK,5.0
INFY,5.0
ITC,5.0
KOTAKBANK,5.0
LT,5.0
MARUTI,5.0
NESTLEIND,5.0
RELIANCE,5.0
SBIN,5.0
SUNPHARMA,5.0
TCS,5.0
WIPRO,5.0
