,ASIANPAINT,AXISBANK,BAJFINANCE,BHARTIARTL,HCLTECH,HDFC,HDFCBANK,HINDUNILVR,ICICIBANK,INFY,ITC,KOTAKBANK,LT,MARUTI,NESTLEIND,RELIANCE,SBIN,SUNPHARMA,TCS,WIPRO
ITC,0.014031376577106932,0.01073536567017577,0.013419477129030516,0.015737042402123175,0.0075046450903414,0.019336421586332062,0.017141973067334417,0.01481229460493282,0.01790921767298214,0.0011951101255074786,0.06449910803820594,0.015088306800029289,0.010460391431453801,0.008846946402282061,0.007579949447078586,0.010255679044012438,0.01229371333917955,0.011511166206880296,0.009935219305547187,0.004241942128619337
KOTAKBANK,0.02192461633064529,0.0488762105916158,0.030210246695945634,0.021489334568337307,0.0028807779456922985,0.03501693151780111,0.03538088857300297,0.013662713426366052,0.04345041720960093,0.0018493627648979156,0.015088306800029289,0.07842709032110297,0.04010308786456332,0.025208798488795852,0.005940765425594189,0.02346332362583002,0.039377042398578456,0.012682140830039053,0.002054175116722447,0.0020872179055504815
LT,0.02487050840713396,0.06482607572027126,0.030367965162268577,0.025875761935400844,0.007309916140949729,0.03352052864981144,0.037047306072587445,0.007907220227754756,0.05720319652565492,0.009177543991950655,0.010460391431453801,0.04010308786456332,0.09723019157884234,0.035509669348212584,0.006368237029816517,0.0348997925318351,0.05267416224263184,0.010355514978639036,0.0024824839923300326,0.003591349879788495
MARUTI,0.02046535639010912,0.04116560845638847,0.018426052216766367,0.017228932666707174,-0.00012411237735830482,0.021452580222033456,0.02458082018576179,0.010324523465224155,0.034558868743884426,-0.00035113466678598804,0.008846946402282061,0.025208798488795852,0.035509669348212584,0.08126488633551418,0.006245162483623803,0.020793897461773726,0.03380998629016434,0.00555931874671215,-0.0026818823315281136,-0.0003584420222921492
NESTLEIND,0.010348090889941486,0.008923972250373344,0.009477061695608417,0.008352449673649582,0.006893380322320627,0.008889975557364956,0.005042202983411088,0.013628131462699157,0.008752680325594541,0.0026494462577848583,0.007579949447078586,0.005940765425594189,0.006368237029816517,0.006245162483623803,0.04717547989578175,0.007539561140984671,0.007372036469274838,0.008488555256213752,0.006926758704618614,0.005165409478673124
RELIANCE,0.01845418349023981,0.03447839752948773,0.019856632855414145,0.023573591458704038,0.008740082354775363,0.02464514792137649,0.025627138080110228,0.008544357222808045,0.03407202449715677,0.003441157264972739,0.010255679044012438,0.02346332362583002,0.0348997925318351,0.020793897461773726,0.007539561140984671,0.06232411118961666,0.03517427838418493,0.007705974412413991,0.008530100209007258,0.008329149253705086
SBIN,0.021770899616993272,0.0651237174101552,0.03374441407782117,0.0285215643890702,-0.0023735368308558857,0.03436248129743837,0.032634014685335375,0.006298833983554912,0.06115660382872306,0.006369692517996787,0.01229371333917955,0.039377042398578456,0.05267416224263184,0.03380998629016434,0.007372036469274838,0.03517427838418493,0.1328560329798664,0.0004054813179866565,-0.0007346495889591811,0.0013806668672212508
SUNPHARMA,0.014330926357021722,0.010614509719249293,0.008443331305456577,0.007988451567826184,0.009740905863141868,0.0142929325718417,0.009871755673785171,0.0098006356979256,0.01008982755366468,0.008272435632382056,0.011511166206880296,0.012682140830039053,0.010355514978639036,0.005559318746712149,0.008488555256213752,0.007705974412413991,0.0004054813179866565,0.06877269605813825,0.008472400974249854,0.011009273469774988
TCS,0.00902681427159841,-0.000493055721940393,0.00461477125047316,0.0018253317804668798,0.03236752043754533,0.007672021539696175,0.0062275164676733035,0.005786710225342741,0.005985154247689378,0.02990606671836198,0.009935219305547187,0.002054175116722447,0.0024824839923300326,-0.0026818823315281136,0.006926758704618614,0.008530100209007258,-0.000734649588959181,0.008472400974249854,0.0675372331041519,0.029254408262970127
WIPRO,0.007500363870087049,0.002593881248766418,-0.0017901922082913366,0.004901575096170885,0.029863206683985958,0.006788520130963267,0.003964750055004491,0.006569335691090635,0.004633594366734523,0.03126471285736667,0.004241942128619337,0.0020872179055504815,0.003591349879788495,-0.0003584420222921492,0.005165409478673124,0.008329149253705086,0.0013806668672212508,0.011009273469774988,0.02925440826297013,0.07546606387278024
