,ASIANPAINT,AXISBANK,BAJFINANCE,BHARTIARTL,HCLTECH,HDFC,HDFCBANK,HINDUNILVR,ICICIBANK,INFY,ITC,KOTAKBANK,LT,MARUTI,NESTLEIND,RELIANCE,SBIN,SUNPHARMA,TCS,WIPRO
ITC,0.014085105385800073,0.010818337404972232,0.013433067657466949,0.01586115231716875,0.007222315783722166,0.019409194070605776,0.017179345867601354,0.014858817241237124,0.018032323512238664,0.001056216003343305,0.06454316902241734,0.015294350583876548,0.010493697895502588,0.008733939875535147,0.007543715193716865,0.010318329811471695,0.012423259898780773,0.01184416433191133,0.009886596779244751,0.004275984494805422
KOTAKBANK,0.022025239078391923,0.04898877305808678,0.030227115159751197,0.021720802439062645,0.0023858650536760537,0.03514743228743299,0.03544244071656567,0.013762498444211665,0.04365786622922432,0.0015999371332988625,0.015294350583876548,0.07873456427297928,0.040136509602510376,0.024993870865827685,0.005885055854282227,0.023569687674217136,0.03958867748625708,0.013290574393109376,0.0019864032246529,0.0021554119747598096
LT,0.024866043847792223,0.06478118312807032,0.03034156423742002,0.025896826371857994,0.007200344264092525,0.033514876959404805,0.037023151876228205,0.007921450526525696,0.057185863012523624,0.009115406483573453,0.010493697895502588,0.040136509602510376,0.09712463753805144,0.03542813846139494,0.006350548023085155,0.03488426271439939,0.05266215125260128,0.010470819637153251,0.002465832897322612,0.0036011673329934186
MARUTI,0.020382142543393413,0.041036176602741295,0.018378900277006227,0.01709045819046677,9.999143948559466e-05,0.021347390360261433,0.024502906978889384,0.010258716244169994,0.03439735676618783,-0.00023825761608186577,0.008733939875535147,0.024993870865827685,0.03542813846139494,0.081246652270501,0.006259597993281011,0.02070655225629509,0.03364959997214715,0.005268411881130135,-0.0026491856078447455,-0.00039064185847221893
NESTLEIND,0.010320034154137708,0.008892323272310269,0.009458894540740717,0.00831128592478887,0.0069438878519571395,0.00885830805862068,0.005023526478460335,0.01359718842769697,0.008710618608644605,0.0026757504835147727,0.007543715193716865,0.005885055854282227,0.006350548023085155,0.006259597993281011,0.047120811649826295,0.0075140146316509645,0.007331700012760331,0.008403650187961936,0.0069258252328863405,0.005150368523201814
RELIANCE,0.01847413069786396,0.03449358360056113,0.019850175133313913,0.023630922319620537,0.008564696984176437,0.02467286233835812,0.02563063420083115,0.008572864806542319,0.034117268311945656,0.003353994433455458,0.010318329811471695,0.023569687674217136,0.03488426271439939,0.02070655225629509,0.0075140146316509645,0.06229049047031406,0.03521784379364088,0.00790557004794528,0.008497531564683943,0.00834240429993583
SBIN,0.021826162377653443,0.06515427875977653,0.03373738373952763,0.028652530365639903,-0.0026875330390019603,0.03443176378647701,0.03266129515493015,0.006366166387017848,0.06124901811537797,0.00620246193096758,0.012423259898780773,0.03958867748625708,0.05266215125260128,0.03364959997214715,0.007331700012760331,0.03521784379364088,0.13285753784580306,0.0008061651428523369,-0.0007758824903548686,0.0014244248277046846
SUNPHARMA,0.014510772841626914,0.010868276940013312,0.008516486810796486,0.008376912154056162,0.00897049165787347,0.01454360046718927,0.01002179435182019,0.00996884601412029,0.010480393243944343,0.007881025085583825,0.01184416433191133,0.013290574393109376,0.010470819637153251,0.005268411881130135,0.008403650187961936,0.00790557004794528,0.0008061651428523368,0.06965873884071133,0.008361660260031732,0.011105694953055214
TCS,0.008994790484547299,-0.0005205773642989948,0.004600077780213946,0.0017812818716182771,0.032407110160327095,0.007634258464750455,0.006202573641763205,0.005760669211013865,0.005935429244585925,0.029908688312330987,0.009886596779244751,0.0019864032246529,0.002465832897322612,-0.0026491856078447455,0.0069258252328863405,0.008497531564683943,-0.0007758824903548686,0.008361660260031732,0.06746195346239527,0.029206640135471758
WIPRO,0.00751319311638589,0.0026206439638098464,-0.0017787035117897664,0.004940517993169646,0.02974025239135136,0.006810234945940373,0.003977935620416243,0.006581563742739033,0.004673415112932665,0.031182440344947094,0.004275984494805422,0.0021554119747598096,0.0036011673329934186,-0.00039064185847221893,0.005150368523201815,0.00834240429993583,0.0014244248277046846,0.011105694953055214,0.029206640135471758,0.07538288347980845
